StateDistrictMarket,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Freshness
254,165,311,2,9000.0,10000.0,9500.0,6
254,166,311,0,7000.0,8000.0,7500.0,6
254,171,311,2,4500.0,5000.0,4750.0,6
254,172,311,2,5000.0,6000.0,5500.0,6
254,175,311,0,1700.0,2100.0,1900.0,6
254,176,311,0,1500.0,2500.0,2000.0,6
254,177,340,0,2200.0,2500.0,2350.0,6
254,200,397,0,4500.0,5000.0,4750.0,6
254,201,311,0,3000.0,3500.0,3250.0,6
254,218,424,0,4500.0,5000.0,4750.0,6
329,4,311,0,4000.0,4500.0,4000.0,6
329,6,311,0,5000.0,5500.0,5000.0,6
329,12,311,0,3000.0,3500.0,3000.0,6
329,14,304,2,5000.0,5500.0,5000.0,6
329,15,311,0,3000.0,3500.0,3000.0,6
329,18,311,0,4000.0,4500.0,4000.0,6
329,22,311,0,4000.0,4500.0,4000.0,6
329,23,311,0,5000.0,5500.0,5000.0,6
329,27,311,0,2000.0,2500.0,2000.0,6
329,28,311,0,3000.0,3500.0,3000.0,6
329,32,311,0,3000.0,3500.0,3000.0,6
329,34,311,0,9000.0,9500.0,9000.0,6
329,37,311,0,6000.0,6500.0,6000.0,6
329,40,311,0,4000.0,4500.0,4000.0,6
329,58,311,0,6000.0,6400.0,6000.0,6
329,65,311,0,4000.0,4500.0,4000.0,6
329,66,311,0,2000.0,2500.0,2000.0,6
329,69,311,0,5000.0,5500.0,5000.0,6
634,23,63,0,8100.0,8300.0,8200.0,6
634,27,72,0,5400.0,5600.0,5500.0,6
634,28,311,0,8600.0,8800.0,8700.0,6
634,32,81,0,7000.0,7200.0,7100.0,6
634,86,182,0,6400.0,6600.0,6500.0,6
634,92,180,0,20400.0,20600.0,20500.0,6
634,124,251,0,9000.0,9300.0,9200.0,6
634,154,6,0,11100.0,11300.0,11200.0,6
634,175,311,0,11200.0,11400.0,11300.0,6
634,176,335,0,4400.0,4600.0,4500.0,6
634,220,425,0,13000.0,13200.0,13100.0,6
662,15,311,0,2000.0,2500.0,2200.0,6
662,22,57,0,4000.0,4500.0,4200.0,6
662,23,63,0,4400.0,4600.0,4500.0,6
662,28,74,0,4000.0,5000.0,4500.0,6
662,66,121,0,3500.0,4000.0,3800.0,6
662,69,137,0,4500.0,5000.0,4800.0,6
662,154,311,0,2000.0,2500.0,2200.0,6
662,173,311,0,4000.0,4500.0,4200.0,6
662,175,334,0,1800.0,2000.0,1900.0,6
662,176,335,0,1200.0,1400.0,1300.0,6
662,183,311,0,3000.0,3500.0,3200.0,6
662,197,311,0,2500.0,3000.0,2800.0,6
662,220,425,0,11000.0,12000.0,11500.0,6
702,22,57,0,1500.0,1500.0,1500.0,6
702,23,63,0,1800.0,1800.0,1800.0,6
702,27,72,0,2500.0,2500.0,2500.0,6
702,28,34,0,3200.0,3200.0,3200.0,6
702,37,84,0,2300.0,2300.0,2300.0,6
702,183,311,0,3000.0,3000.0,3000.0,6
703,22,57,0,3500.0,3500.0,3500.0,6
703,28,74,0,2800.0,2800.0,2800.0,6
703,40,256,0,1800.0,1800.0,1800.0,6
703,92,180,0,2900.0,2900.0,2900.0,6
703,154,350,0,2000.0,2000.0,2000.0,6
703,175,311,0,1800.0,1800.0,1800.0,6
703,177,311,0,1500.0,1500.0,1500.0,6
703,220,206,0,1500.0,1500.0,1500.0,6
772,227,261,0,2150.0,2350.0,2250.0,6
800,154,307,0,1000.0,1200.0,1100.0,6
800,175,334,0,1000.0,1400.0,1200.0,6
800,220,425,0,10000.0,12000.0,11000.0,6
1002,22,57,0,3000.0,4000.0,3500.0,6
1002,28,363,0,2500.0,3500.0,3000.0,6
1002,92,180,0,15000.0,20000.0,17500.0,6
1002,154,307,0,2000.0,4000.0,3000.0,6
1002,175,334,0,1800.0,2500.0,2150.0,6
1002,182,279,0,3200.0,3400.0,3300.0,6
1004,22,57,0,3000.0,4000.0,3500.0,6
1004,23,63,0,4000.0,5000.0,4500.0,6
1004,28,363,0,2000.0,3000.0,2500.0,6
1004,65,117,0,2000.0,3000.0,2500.0,6
1004,92,180,0,10000.0,15000.0,12500.0,6
1004,142,278,0,8000.0,12000.0,10000.0,6
1004,154,298,0,3000.0,4000.0,3500.0,6
1004,175,334,0,2000.0,3000.0,2500.0,6
1004,182,279,0,3400.0,5000.0,4200.0,6
1045,8,236,2,4700.0,4900.0,4800.0,6
1045,15,43,0,1000.0,1100.0,1050.0,6
1045,27,72,0,950.0,1050.0,1000.0,6
1045,66,121,0,1900.0,2000.0,1950.0,6
1045,92,180,0,2300.0,2400.0,2350.0,6
1045,154,307,0,1100.0,1200.0,1150.0,6
1045,175,99,0,1300.0,1400.0,1350.0,6
1045,176,335,0,600.0,700.0,650.0,6
1045,177,340,0,600.0,700.0,650.0,6
1045,201,399,0,1100.0,1200.0,1150.0,6
1074,22,311,0,2400.0,2600.0,2500.0,6
1074,23,63,0,2800.0,3000.0,2900.0,6
1074,27,72,0,1000.0,1200.0,1100.0,6
1074,28,311,0,700.0,900.0,800.0,6
1074,40,87,0,1000.0,1200.0,1100.0,6
1074,58,311,0,1400.0,1600.0,1500.0,6
1074,66,121,0,1300.0,1500.0,1400.0,6
1074,82,132,0,3400.0,3600.0,3500.0,6
1074,86,182,0,3000.0,3200.0,3100.0,6
1074,92,180,0,1600.0,1800.0,1700.0,6
1074,154,311,0,2000.0,2200.0,2100.0,6
1074,175,311,0,700.0,800.0,750.0,6
1074,176,311,0,750.0,850.0,800.0,6
1074,201,311,0,1100.0,1300.0,1200.0,6
1125,154,350,0,900.0,1000.0,950.0,6
1125,175,132,0,750.0,850.0,800.0,6
1172,15,43,0,900.0,1000.0,950.0,6
1172,92,180,0,1600.0,1700.0,1650.0,6
1172,154,350,0,1000.0,1250.0,1200.0,6
1172,175,132,0,1100.0,1200.0,1100.0,6
1226,8,311,2,1200.0,2500.0,2500.0,6
1226,14,311,2,1000.0,1500.0,1500.0,6
1226,22,311,0,1800.0,3000.0,3000.0,6
1226,27,311,0,1800.0,3000.0,3000.0,6
1226,28,311,0,1800.0,3000.0,3000.0,6
1226,66,311,0,900.0,2000.0,2000.0,6
1226,92,311,0,3500.0,7000.0,7000.0,6
1226,109,311,2,600.0,1800.0,1800.0,6
1226,137,311,2,400.0,1100.0,1100.0,6
1226,154,311,0,700.0,1600.0,1600.0,6
1226,175,311,0,500.0,1300.0,1300.0,6
1226,176,311,0,1200.0,2000.0,2000.0,6
1226,201,311,0,1200.0,2500.0,2500.0,6
1226,220,311,0,2000.0,6500.0,4000.0,6
1232,22,311,0,800.0,1500.0,1300.0,6
1232,27,311,0,500.0,700.0,600.0,6
1232,28,311,0,500.0,800.0,700.0,6
1232,66,311,0,800.0,1200.0,1000.0,6
1232,92,311,0,2000.0,3000.0,2500.0,6
1232,137,311,2,800.0,1500.0,1300.0,6
1232,148,311,2,1500.0,2500.0,2000.0,6
1232,154,311,0,1200.0,1800.0,1400.0,6
1232,161,311,2,1500.0,2500.0,2000.0,6
1232,174,311,2,3000.0,5000.0,4000.0,6
1232,175,311,0,800.0,1400.0,1200.0,6
1232,176,311,0,400.0,600.0,500.0,6
1232,220,311,0,2500.0,4000.0,3500.0,6
3,92,180,0,8000.0,10000.0,9000.0,5
4,98,256,0,6269.0,7416.0,7036.0,5
4,223,76,0,4888.0,9745.0,8650.0,5
4,223,157,0,5748.0,10025.0,9665.0,5
6,160,1,0,2040.0,2060.0,2050.0,5
9,160,314,0,2040.0,2040.0,2040.0,5
9,160,411,0,2060.0,2060.0,2060.0,5
10,160,411,0,2000.0,2080.0,2040.0,5
14,24,66,0,8100.0,8300.0,8200.0,5
14,125,252,0,1500.0,3500.0,2500.0,5
16,114,223,0,3030.0,3090.0,3060.0,5
17,136,210,0,1962.0,1962.0,1962.0,5
17,160,393,0,2040.0,2040.0,2040.0,5
20,20,191,0,5335.0,5335.0,5335.0,5
20,136,206,0,1962.0,1962.0,1962.0,5
20,160,392,0,2040.0,2040.0,2040.0,5
21,104,295,0,3850.0,3850.0,3850.0,5
21,104,296,0,3750.0,3750.0,3750.0,5
23,8,24,2,9000.0,9500.0,9400.0,5
23,14,27,2,2400.0,2600.0,2500.0,5
23,22,57,0,2000.0,2200.0,2100.0,5
23,28,34,0,2800.0,3000.0,2900.0,5
23,92,180,0,4000.0,4500.0,4300.0,5
23,154,6,0,1800.0,2000.0,1900.0,5
23,173,311,0,2200.0,2400.0,2300.0,5
27,8,311,1,10000.0,25000.0,20000.0,5
27,27,311,0,1000.0,2500.0,2200.0,5
27,40,311,0,1000.0,3000.0,2500.0,5
27,66,311,0,800.0,1500.0,1200.0,5
27,86,311,0,7000.0,12000.0,12000.0,5
27,92,311,0,2000.0,4000.0,3500.0,5
27,125,311,0,1500.0,2500.0,2200.0,5
27,137,311,2,1000.0,4000.0,3000.0,5
27,148,311,2,3000.0,4500.0,4000.0,5
27,154,311,0,800.0,1800.0,1500.0,5
27,166,311,0,4000.0,8000.0,6000.0,5
27,172,311,2,3000.0,5000.0,4000.0,5
27,174,311,2,8000.0,12000.0,10000.0,5
27,175,311,0,400.0,1400.0,1200.0,5
27,176,311,0,500.0,1000.0,800.0,5
29,160,314,0,1350.0,1360.0,1355.0,5
33,212,418,0,3000.0,3200.0,3100.0,5
34,212,418,0,3000.0,3200.0,3100.0,5
35,212,418,0,3000.0,3200.0,3100.0,5
37,123,249,0,3200.0,3200.0,3200.0,5
38,8,31,1,13000.0,13500.0,13300.0,5
38,14,44,1,3000.0,3300.0,3200.0,5
38,18,50,0,2000.0,2500.0,2300.0,5
38,22,57,0,4500.0,4700.0,4600.0,5
38,23,63,0,2400.0,2600.0,2500.0,5
38,27,72,0,1100.0,1300.0,1200.0,5
38,28,74,0,2800.0,3000.0,2900.0,5
38,32,81,0,900.0,1100.0,1000.0,5
38,34,83,0,5000.0,5200.0,5100.0,5
38,40,87,0,2400.0,2600.0,2500.0,5
38,51,102,0,3500.0,3700.0,3600.0,5
38,69,137,0,2000.0,2200.0,2100.0,5
38,92,180,0,4200.0,4500.0,4400.0,5
38,125,252,0,2200.0,2400.0,2300.0,5
38,137,311,1,4200.0,4400.0,4300.0,5
38,154,311,0,1100.0,1300.0,1200.0,5
38,156,309,1,3300.0,3500.0,3400.0,5
38,161,320,1,2000.0,2200.0,2100.0,5
38,174,331,1,17000.0,17200.0,17100.0,5
38,175,311,0,1400.0,1600.0,1500.0,5
38,176,335,0,900.0,1100.0,1000.0,5
38,177,340,0,1500.0,1700.0,1600.0,5
38,200,311,0,2500.0,2800.0,2600.0,5
39,160,211,0,1500.0,1500.0,1500.0,5
41,136,281,0,2000.0,2000.0,2000.0,5
41,160,211,0,1500.0,1550.0,1500.0,5
42,160,211,0,1550.0,1550.0,1550.0,5
44,160,211,0,1800.0,1800.0,1800.0,5
51,199,445,0,4491.0,4511.0,4497.0,5
51,227,129,0,2200.0,2200.0,2200.0,5
52,136,210,0,1500.0,1600.0,1550.0,5
53,160,311,0,1900.0,2100.0,2000.0,5
54,136,210,0,1500.0,1600.0,1550.0,5
55,160,311,0,1900.0,2100.0,2000.0,5
56,160,311,0,1900.0,2100.0,2000.0,5
57,135,311,0,2500.0,2500.0,2500.0,5
57,160,315,0,1500.0,1500.0,1500.0,5
59,134,311,0,3100.0,3100.0,3100.0,5
59,136,311,0,1965.0,1965.0,1965.0,5
59,227,311,0,2130.0,2130.0,2130.0,5
65,160,317,0,1800.0,1850.0,1820.0,5
66,160,108,0,1700.0,1875.0,1770.0,5
68,154,311,0,1500.0,2200.0,1800.0,5
68,175,311,0,1300.0,2000.0,1600.0,5
68,220,311,0,9500.0,10000.0,9500.0,5
70,160,214,0,2100.0,2100.0,2100.0,5
74,8,31,2,14000.0,18000.0,16000.0,5
74,14,44,2,3000.0,6000.0,4500.0,5
74,22,57,0,2000.0,3000.0,2500.0,5
74,23,63,0,2400.0,2800.0,2600.0,5
74,28,74,0,1900.0,2500.0,2200.0,5
74,32,81,0,1200.0,1600.0,1400.0,5
74,34,83,0,4500.0,5500.0,5000.0,5
74,125,252,0,2000.0,3000.0,2500.0,5
74,137,39,2,5000.0,7000.0,6000.0,5
74,154,307,0,1600.0,2000.0,1800.0,5
74,175,334,0,1400.0,1800.0,1600.0,5
74,177,340,0,1200.0,1600.0,1400.0,5
79,136,256,0,2000.0,2000.0,2000.0,5
80,136,155,0,1965.0,1965.0,1965.0,5
87,10,206,0,4000.0,8255.0,8250.0,5
87,20,311,0,3255.0,4975.0,4900.0,5
87,39,86,0,5850.0,6110.0,6000.0,5
87,61,113,0,4250.0,8060.0,6690.0,5
87,62,311,0,4500.0,7300.0,6895.0,5
87,94,206,0,7100.0,7500.0,7500.0,5
87,97,186,0,10150.0,11975.0,11150.0,5
87,98,59,0,5750.0,9015.0,8510.0,5
87,98,70,0,6500.0,8650.0,8170.0,5
87,99,189,0,7375.0,10150.0,9850.0,5
87,114,223,0,4200.0,4635.0,4375.0,5
87,194,64,0,13310.0,17325.0,16250.0,5
87,194,350,0,17250.0,17405.0,17380.0,5
87,194,436,0,8500.0,18000.0,17000.0,5
87,199,396,0,3500.0,4750.0,4700.0,5
87,227,261,0,2490.0,2580.0,2555.0,5
87,227,344,0,2305.0,2790.0,2480.0,5
88,62,311,0,7025.0,7325.0,7175.0,5
88,98,311,0,6175.0,6875.0,6825.0,5
89,10,10,0,8525.0,8525.0,8525.0,5
89,20,37,0,4275.0,4900.0,4585.0,5
89,61,13,0,6050.0,6975.0,6510.0,5
89,62,311,0,5000.0,6700.0,5850.0,5
89,114,29,0,2100.0,4625.0,3360.0,5
90,22,57,0,3500.0,4000.0,3750.0,5
90,28,311,0,3250.0,4050.0,3700.0,5
90,32,81,0,1400.0,2000.0,1850.0,5
90,40,87,0,6500.0,7000.0,6850.0,5
90,60,112,0,6300.0,7000.0,6750.0,5
90,86,182,0,13000.0,16000.0,15500.0,5
90,92,180,0,3450.0,4000.0,3800.0,5
90,101,194,0,6400.0,7000.0,6750.0,5
90,125,252,0,1250.0,2000.0,1600.0,5
90,220,256,0,10000.0,13000.0,12500.0,5
92,13,129,0,1800.0,2205.0,2003.0,5
92,20,37,0,4300.0,4885.0,4593.0,5
92,62,297,0,6450.0,7355.0,6903.0,5
92,98,59,0,7000.0,7815.0,7408.0,5
92,114,223,0,2500.0,4700.0,3600.0,5
92,194,64,0,13500.0,16650.0,15075.0,5
92,194,436,0,15000.0,18200.0,16600.0,5
92,227,45,0,2350.0,2655.0,2503.0,5
92,227,261,0,2300.0,2620.0,2460.0,5
97,13,311,0,1755.0,2392.5,2225.0,5
97,39,311,0,6226.25,6366.25,6325.0,5
97,98,311,0,6255.0,7355.0,7000.0,5
97,102,311,0,5280.0,5925.0,5750.0,5
97,149,311,0,5155.0,5425.0,5305.0,5
97,227,311,0,2105.0,2195.0,2175.0,5
98,13,311,0,2000.0,2410.0,2250.0,5
98,39,311,0,6305.0,6355.0,6350.0,5
98,180,311,0,11500.0,12175.0,12000.0,5
98,227,311,0,2150.0,2210.0,2200.0,5
99,8,311,2,21000.0,22500.0,21750.0,5
99,14,311,2,2750.0,3400.0,3075.0,5
99,22,311,0,1500.0,2200.0,1850.0,5
99,27,311,0,1750.0,2050.0,1900.0,5
99,28,311,0,3000.0,3700.0,3350.0,5
99,32,311,0,2000.0,2650.0,2325.0,5
99,40,311,0,3500.0,4000.0,3750.0,5
99,43,311,2,8000.0,9000.0,8500.0,5
99,60,311,0,7000.0,8000.0,7500.0,5
99,66,311,0,1000.0,1650.0,1325.0,5
99,89,311,0,8000.0,9050.0,8525.0,5
99,92,311,0,5000.0,6250.0,5625.0,5
99,101,311,0,7000.0,8250.0,7625.0,5
99,125,311,0,2500.0,3150.0,2825.0,5
99,148,311,2,1250.0,5150.0,3200.0,5
99,154,311,0,700.0,1350.0,1025.0,5
99,155,311,0,4000.0,4600.0,4300.0,5
99,156,311,2,11000.0,12150.0,11575.0,5
99,173,311,0,3500.0,4000.0,3750.0,5
99,174,311,2,10000.0,11250.0,10625.0,5
99,175,311,0,500.0,1300.0,900.0,5
99,183,311,0,3500.0,4500.0,4000.0,5
99,220,311,0,9000.0,10350.0,9675.0,5
100,13,206,0,1615.0,2755.0,2185.0,5
100,39,311,0,6250.0,6400.0,6325.0,5
100,102,311,0,5700.0,5700.0,5700.0,5
100,144,311,0,6855.0,6855.0,6855.0,5
100,149,311,0,5150.0,5375.0,5260.0,5
100,227,311,0,2030.0,2030.0,2030.0,5
102,13,129,0,1755.0,2255.0,2005.0,5
102,39,86,0,6280.0,6370.0,6325.0,5
102,98,188,0,6255.0,7700.0,6977.0,5
102,149,293,0,5105.0,5405.0,5255.0,5
102,180,311,0,11955.0,12125.0,12040.0,5
102,227,311,0,2190.0,2275.0,2232.0,5
103,13,129,0,1830.0,2105.0,1967.5,5
103,39,86,0,6310.0,6380.0,6345.0,5
103,149,311,0,5055.0,5310.0,5182.5,5
103,227,311,0,2250.0,2250.0,2250.0,5
108,67,311,0,45250.0,59505.0,52377.5,5
109,22,57,0,2400.0,3500.0,3000.0,5
109,23,63,0,3600.0,4500.0,4000.0,5
109,27,72,0,2000.0,3000.0,2500.0,5
109,28,74,0,3200.0,5000.0,4000.0,5
109,32,81,0,600.0,1600.0,900.0,5
109,40,87,0,1500.0,3500.0,2300.0,5
109,66,121,0,1200.0,1600.0,1300.0,5
109,69,137,0,3000.0,4000.0,3500.0,5
109,86,182,0,8500.0,13500.0,9500.0,5
109,92,180,0,2500.0,7000.0,5000.0,5
109,125,252,0,1500.0,2800.0,2500.0,5
109,145,283,0,2500.0,5000.0,3500.0,5
109,154,281,0,600.0,1700.0,1200.0,5
109,173,330,0,2500.0,3000.0,2800.0,5
109,175,334,0,1000.0,1800.0,1400.0,5
109,220,425,0,7500.0,11000.0,9000.0,5
110,10,311,0,7400.0,8000.0,7600.0,5
110,13,311,0,2200.0,2600.0,2400.0,5
110,39,311,0,5200.0,5600.0,5400.0,5
110,62,311,0,5600.0,6000.0,5800.0,5
110,114,311,0,2600.0,3000.0,2800.0,5
110,136,311,0,2000.0,2400.0,2200.0,5
110,182,311,0,3000.0,3600.0,3300.0,5
110,227,311,0,2800.0,3400.0,3200.0,5
111,10,311,0,7400.0,7800.0,7600.0,5
111,13,311,0,2000.0,2400.0,2200.0,5
111,39,311,0,5100.0,5500.0,5300.0,5
111,62,311,0,5400.0,5800.0,5600.0,5
111,114,311,0,2400.0,2800.0,2600.0,5
111,136,311,0,1800.0,2200.0,2000.0,5
111,182,311,0,3200.0,3600.0,3400.0,5
116,62,377,0,6500.0,7410.0,6955.0,5
117,10,32,0,7600.0,8000.0,7800.0,5
117,10,311,0,7800.0,8200.0,8000.0,5
117,20,134,0,5050.0,5100.0,5075.0,5
117,20,311,0,5100.0,5250.0,5200.0,5
117,24,66,0,6000.0,8000.0,7700.0,5
117,39,86,0,5700.0,5800.0,5750.0,5
117,39,311,0,5500.0,5600.0,5550.0,5
117,94,178,0,7500.0,8000.0,7800.0,5
117,136,437,0,2050.0,2750.0,2600.0,5
117,136,445,0,2100.0,2280.0,2200.0,5
117,160,315,0,1875.0,1900.0,1885.0,5
117,160,317,0,2050.0,2150.0,2100.0,5
117,182,104,0,4500.0,5500.0,5400.0,5
117,199,396,0,4900.0,5000.0,4950.0,5
117,227,4,0,2640.0,2750.0,2700.0,5
117,227,261,0,2490.0,2625.0,2550.0,5
118,22,57,0,1500.0,2400.0,2000.0,5
118,23,63,0,2000.0,3250.0,2500.0,5
118,27,72,0,1000.0,3000.0,2500.0,5
118,28,74,0,1000.0,2800.0,2000.0,5
118,32,81,0,1000.0,2200.0,1500.0,5
118,37,84,0,6500.0,7500.0,7000.0,5
118,40,87,0,2000.0,6000.0,4000.0,5
118,60,112,0,5000.0,9000.0,7500.0,5
118,66,121,0,1500.0,3000.0,2500.0,5
118,69,311,0,2500.0,4000.0,3500.0,5
118,76,311,0,2500.0,4000.0,3500.0,5
118,86,182,0,14000.0,16500.0,15000.0,5
118,92,180,0,2500.0,6500.0,4000.0,5
118,125,311,0,3000.0,5000.0,4000.0,5
118,131,311,0,2000.0,3750.0,2500.0,5
118,146,289,0,2500.0,4000.0,3500.0,5
118,154,307,0,700.0,1800.0,1000.0,5
118,155,308,0,4000.0,5000.0,4500.0,5
118,173,311,0,2000.0,4000.0,2500.0,5
118,175,334,0,1000.0,1500.0,1250.0,5
118,176,335,0,1000.0,1600.0,1250.0,5
118,183,355,0,1500.0,4000.0,2500.0,5
118,220,425,0,4000.0,9500.0,7000.0,5
121,13,311,0,2255.0,2325.0,2290.0,5
121,39,311,0,6220.0,6295.0,6257.0,5
121,101,311,0,5400.0,5700.0,5550.0,5
121,160,311,0,1875.0,2025.0,1950.0,5
121,227,311,0,2290.0,2335.0,2312.0,5
125,22,311,0,2000.0,3500.0,2750.0,5
125,27,311,0,1500.0,2500.0,1500.0,5
125,28,74,0,3000.0,3500.0,3000.0,5
125,28,361,0,2500.0,3500.0,3000.0,5
125,28,363,0,3000.0,4000.0,3500.0,5
125,32,311,0,1500.0,1500.0,1500.0,5
125,40,311,0,4500.0,4500.0,4500.0,5
125,66,311,0,2000.0,3000.0,2500.0,5
125,92,311,0,5500.0,6000.0,5500.0,5
125,125,311,0,1200.0,1200.0,1200.0,5
126,13,311,0,1845.0,2050.0,1950.0,5
126,20,311,0,4300.0,4750.0,4525.0,5
126,62,311,0,5075.0,6950.0,6015.0,5
126,67,311,0,50000.0,57500.0,53750.0,5
126,98,311,0,5700.0,8125.0,6915.0,5
126,114,311,0,3750.0,4700.0,4225.0,5
126,194,311,0,12500.0,16850.0,14675.0,5
126,227,311,0,2200.0,2560.0,2380.0,5
129,13,206,0,2000.0,2285.0,2125.0,5
129,24,311,0,6250.0,9125.0,8600.0,5
129,39,311,0,5400.0,6260.0,5750.0,5
129,98,163,0,6875.0,8590.0,8100.0,5
129,199,311,0,4500.0,4890.0,4725.0,5
129,227,282,0,2125.0,2635.0,2475.0,5
130,22,311,0,2500.0,4000.0,3500.0,5
130,28,311,0,2000.0,5000.0,3500.0,5
130,32,311,0,1500.0,3500.0,2500.0,5
130,92,311,0,3000.0,5000.0,4000.0,5
130,101,311,0,5000.0,7000.0,6000.0,5
130,119,311,0,6000.0,8000.0,7000.0,5
130,220,311,0,6000.0,10000.0,8000.0,5
132,10,311,0,8000.0,9380.0,8690.0,5
132,39,311,0,4500.0,5330.0,4915.0,5
132,61,311,0,6425.0,7455.0,6940.0,5
132,67,311,0,37500.0,46500.0,42000.0,5
132,94,311,0,6675.0,7955.0,7315.0,5
132,97,186,0,9175.0,10505.0,9940.0,5
132,98,311,0,5750.0,8180.0,6965.0,5
132,99,189,0,7000.0,8250.0,7625.0,5
132,122,311,0,4610.0,4880.0,4745.0,5
132,154,307,0,255.0,605.0,430.0,5
132,194,64,0,15075.0,16005.0,15540.0,5
132,194,436,0,15565.0,17305.0,16435.0,5
132,199,64,0,4575.0,4705.0,4640.0,5
132,227,262,0,2325.0,2525.0,2425.0,5
136,13,129,0,2135.0,2385.0,2250.0,5
136,39,85,0,6250.0,6395.0,6350.0,5
136,102,443,0,5500.0,5790.0,5700.0,5
136,149,293,0,5250.0,5325.0,5290.0,5
136,160,314,0,1800.0,2600.0,2200.0,5
136,194,436,0,15405.0,16605.0,16000.0,5
136,227,129,0,2150.0,2600.0,2450.0,5
143,61,311,0,6625.0,7150.0,7000.0,5
143,67,311,0,37000.0,56875.0,54000.0,5
143,194,311,0,16325.0,17325.0,17000.0,5
143,227,311,0,2275.0,2500.0,2350.0,5
144,22,311,0,5000.0,6000.0,5500.0,5
144,28,311,0,4000.0,5000.0,4500.0,5
144,32,311,0,2000.0,2500.0,2250.0,5
144,34,311,0,9000.0,10500.0,10000.0,5
144,40,311,0,5000.0,6000.0,5500.0,5
144,101,311,0,8000.0,9000.0,8500.0,5
144,125,311,0,1000.0,2000.0,1500.0,5
144,220,311,0,10000.0,15000.0,12500.0,5
145,22,311,0,3000.0,4000.0,3500.0,5
145,27,311,0,2500.0,4000.0,3200.0,5
145,28,311,0,3000.0,4000.0,3500.0,5
145,32,311,0,1000.0,2000.0,1500.0,5
145,40,311,0,800.0,2000.0,1400.0,5
145,92,311,0,4000.0,5000.0,4500.0,5
145,154,298,0,1300.0,1800.0,1500.0,5
145,175,311,0,1400.0,1800.0,1600.0,5
145,220,311,0,6000.0,10000.0,8000.0,5
147,173,311,0,2000.0,2400.0,2250.0,5
149,39,86,0,6250.0,6330.0,6300.0,5
149,67,122,0,55000.0,60500.0,57500.0,5
149,206,311,0,19000.0,20375.0,20000.0,5
149,227,311,0,1850.0,2875.0,2125.0,5
150,13,129,0,1500.0,2380.0,1940.0,5
150,39,86,0,6200.0,6425.0,6312.0,5
150,102,398,0,4605.0,4605.0,4605.0,5
150,108,218,0,23500.0,23500.0,23500.0,5
150,114,223,0,4750.0,6405.0,5577.0,5
150,149,293,0,5200.0,5455.0,5327.0,5
150,227,206,0,2225.0,2510.0,2367.0,5
151,8,31,1,8000.0,12000.0,10000.0,5
151,13,311,0,2150.0,2255.0,2205.0,5
151,14,27,1,2000.0,2500.0,2250.0,5
151,22,57,0,1500.0,2500.0,2000.0,5
151,28,34,0,3000.0,3500.0,3250.0,5
151,32,81,0,2000.0,2500.0,2250.0,5
151,40,19,0,4000.0,5000.0,4500.0,5
151,60,112,0,10000.0,10500.0,10250.0,5
151,61,113,0,5450.0,6500.0,5975.0,5
151,67,122,0,40625.0,40625.0,40625.0,5
151,92,180,0,4500.0,5500.0,5000.0,5
151,94,178,0,8000.0,8625.0,8315.0,5
151,98,70,0,6200.0,7500.0,6850.0,5
151,99,189,0,8275.0,11525.0,9900.0,5
151,101,194,0,7000.0,8000.0,7500.0,5
